Death No.,Name,Allegiance,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD
198,Beric Dondarrion,Brotherhood Without Banners,"Sandor ""the Hound"" Clegane",House Clegane,Sword,Hollow Hill,3,4,300,4,27,6,6,1,1,1,1,1,0,0,1,0,0,0,0
316,Bolton soldier,House Bolton,Greyjoy soldier,House Greyjoy,Sword,Dreadfort,4,6,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
603,Bolton soldier,House Bolton,Brienne of Tarth,House Tarth,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
604,Bolton soldier,House Bolton,Brienne of Tarth,House Tarth,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
605,Bolton soldier,House Bolton,Podrick Payne,House Tarth,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
607,Bolton soldier,House Bolton,Reek,House Bolton,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
699,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
700,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
704,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
705,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
707,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
709,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
710,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
720,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
721,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
722,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
728,Bolton soldier,House Bolton,Stark Soldier,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
734,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
735,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
736,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
738,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
740,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
742,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
743,Bolton soldier,House Bolton,Tormund,Free Folk,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
750,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
752,Bolton soldier,House Bolton,Tormund,Free Folk,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
753,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
757,Bolton soldier,House Bolton,Stark Soldier,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
758,Bolton soldier,House Bolton,Wildling,Free Folk,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0
760,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
765,Bolton soldier,House Bolton,Tormund,Free Folk,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
771,Bolton soldier,House Bolton,Jon Snow,House Stark,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
773,Bolton soldier,House Bolton,Knights of the Vale,House Arryn,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
774,Bolton soldier,House Bolton,Knights of the Vale,House Arryn,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
775,Bolton soldier,House Bolton,Knights of the Vale,House Arryn,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
776,Bolton soldier,House Bolton,Knights of the Vale,House Arryn,Sword,Winterfell,6,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
648,Child of the Forest,Children of the Forest,Wight,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
649,Child of the Forest,Children of the Forest,White Walker,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
461,Dorne Soldier,House Martell,Bronn,House Lannister,Sword,Dorne,5,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
463,Dorne Soldier,House Martell,Jaime Lannister,House Lannister,Sword,Dorne,5,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1146,Dothraki man,House Targaryen,Lannister soldier,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1292,Dothraki man,House Targaryen,Jaime Lannister,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1294,Dothraki man,House Targaryen,Jaime Lannister,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1295,Dothraki man,House Targaryen,Jaime Lannister,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1297,Dothraki man,House Targaryen,Dickon Tarly,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1298,Dothraki man,House Targaryen,Bronn,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1299,Dothraki man,House Targaryen,Bronn,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1345,Eddison Tollett,Night's Watch,Wight,White Walkers,Sword,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,1,0,0,0,0,0,0,0
2214,Euron Greyjoy,House Greyjoy,Jaime Lannister,House Lannister,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0
272,Frey soldier,House Frey,"Sandor ""the Hound"" Clegane",House Clegane,Sword,Riverlands,3,10,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
273,Frey soldier,House Frey,"Sandor ""the Hound"" Clegane",House Clegane,Sword,Riverlands,3,10,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
274,Frey soldier,House Frey,"Sandor ""the Hound"" Clegane",House Clegane,Sword,Riverlands,3,10,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
539,Gladiator,None,Gladiator,None,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
540,Gladiator,None,Gladiator,None,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
544,Gladiator,None,Jorah Mormont,House Targaryen,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1054,Greyjoy Soldier,House Greyjoy,Greyjoy Soldier,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1057,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1058,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1059,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1060,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1061,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1062,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,1,1
1065,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,1,1
1066,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,1,0,0
1068,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,1,1,0
1069,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1070,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1071,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,1,0,0,0
1077,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,1,1,0,0,0
1080,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
12,Horse,Animal,"Gregor ""the Mountain"" Clegane",House Lannister,Sword,King's Landing,1,5,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,1
462,Horse,Animal,Bronn,House Lannister,Sword,Dorne,5,4,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0
457,Janos Slynt,Night's Watch,Jon Snow,Night's Watch,Sword,Castle Black,5,3,300,5,7,5,3,1,1,1,1,1,0,0,0,0,0,0,0
1372,Jorah Mormont,House Targaryen,Wight,White Walkers,Sword,Winterfell,8,3,-1,-1,-1,-1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0
311,Karl Tanner,Night's Watch,Jon Snow,House Stark,Sword,Beyond the Wall,4,5,300,5,4,5,3,1,0,1,1,1,0,0,0,0,0,0,0
2145,King's Landing Citizen,None,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2146,King's Landing Citizen,None,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2147,King's Landing Citizen,None,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2148,King's Landing Citizen,None,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2149,King's Landing Citizen,None,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2150,King's Landing Citizen,None,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
24,Lannister soldier,House Lannister,Jory Cassel,House Stark,Sword,King's Landing,1,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
25,Lannister soldier,House Lannister,Ned Stark,House Stark,Sword,King's Landing,1,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
26,Lannister soldier,House Lannister,Jory Cassel,House Stark,Sword,King's Landing,1,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
27,Lannister soldier,House Lannister,Jory Cassel,House Stark,Sword,King's Landing,1,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
67,Lannister soldier,House Lannister,Yoren,Night's Watch,Sword,Riverlands,2,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
68,Lannister soldier,House Lannister,Yoren,Night's Watch,Sword,Riverlands,2,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
69,Lannister soldier,House Lannister,Yoren,Night's Watch,Sword,Riverlands,2,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
70,Lannister soldier,House Lannister,Yoren,Night's Watch,Sword,Riverlands,2,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
71,Lannister soldier,House Lannister,Yoren,Night's Watch,Sword,Riverlands,2,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1799,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1800,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1801,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1802,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1803,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1804,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1805,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
2032,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2035,Lannister soldier,House Lannister,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
2036,Lannister soldier,House Lannister,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
2037,Lannister soldier,House Lannister,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
2046,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2047,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2048,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2141,Lannister soldier,House Lannister,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
2142,Lannister soldier,House Lannister,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
2143,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
2144,Lannister soldier,House Lannister,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
2211,Lannister soldier,House Lannister,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,1,1,1,1,0
2212,Lannister soldier,House Lannister,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
2215,Lannister soldier,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
2216,Lannister soldier,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,1,1,0,0
2217,Lannister soldier,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,1,0,0
2218,Lannister soldier,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
652,Leaf,Children of the Forest,Wight,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
74,Lommy Greenhands,Smallfolk,Polliver,House Baratheon of King's Landing,Sword,Riverlands,2,3,-1,-1,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0,0
666,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0
667,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,0,0,0
668,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,1,1,1
669,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,0,0,0
670,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,0,0,0
671,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,1,1,1
672,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,1,0,1
673,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,1,1
674,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,0,0,1
675,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,0,1,1
676,Meereen citizen,None,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,1,0,0
1379,Missandei,House Targaryen,"Gregor ""the Mountain"" Clegane",House Lannister,Sword,King's Landing,8,4,-1,-1,-1,-1,-1,0,0,1,1,1,0,0,0,0,0,0,0
9,Mycah,Smallfolk,"Sandor ""the Hound"" Clegane",House Lannister,Sword,Kingsroad,1,2,298,1,16,1,2,0,1,1,1,1,0,0,0,0,0,0,0
55,Ned Stark,House Stark,Ilyn Payne,House Payne,Sword,King's Landing,1,9,299,1,65,1,10,1,1,1,1,1,0,0,1,1,0,0,0
302,Night's Watch brother,Night's Watch,Night's Watch mutineer,Night's Watch,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
304,Night's Watch brother,Night's Watch,Night's Watch mutineer,Night's Watch,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
352,Night's Watch brother,Night's Watch,Thenn raider,Free Folk,Sword,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
405,Night's Watch brother,Night's Watch,Tormund,Free Folk,Sword,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,1,0,0
406,Night's Watch brother,Night's Watch,Tormund,Free Folk,Sword,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,0,0,0
410,Night's Watch brother,Night's Watch,Tormund,Free Folk,Sword,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,1,0,0
411,Night's Watch brother,Night's Watch,Tormund,Free Folk,Sword,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,0,0,0,0
416,Night's Watch brother,Night's Watch,Wildling,Free Folk,Sword,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0
611,Night's Watch brother,Night's Watch,Tormund,Free Folk,Sword,Castle Black,6,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
1351,Night's Watch brother,Night's Watch,Wight,White Walkers,Sword,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1353,Night's Watch brother,Night's Watch,Wight,White Walkers,Sword,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,1,1,0,0,0
298,Night's Watch mutineer,Night's Watch,Eddison Tollett,Night's Watch,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,1,0,1
299,Night's Watch mutineer,Night's Watch,Locke,House Bolton,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,1,1,1,0
300,Night's Watch mutineer,Night's Watch,Locke,House Bolton,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
303,Night's Watch mutineer,Night's Watch,Jon Snow,House Stark,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,1,1,1,1,0
305,Night's Watch mutineer,Night's Watch,Jon Snow,House Stark,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
306,Night's Watch mutineer,Night's Watch,Eddison Tollett,Night's Watch,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
307,Night's Watch mutineer,Night's Watch,Jon Snow,House Stark,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
309,Night's Watch mutineer,Night's Watch,Jon Snow,House Stark,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,1,1,0,1
312,Night's Watch mutineer,Night's Watch,Grenn,Night's Watch,Sword,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
227,Orell,Free Folk,Jon Snow,House Stark,Sword,The Gift,3,9,299,2,51,2,6,0,1,1,1,1,0,0,0,0,0,0,0
619,Oswell Whent,House Targaryen,Ned Stark,House Stark,Sword,Dorne,6,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,1,1,1,0,0
86,Peasant,Smallfolk,"Sandor ""the Hound"" Clegane",House Lannister,Sword,King's Landing,2,6,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,1,1,0,1
87,Peasant,Smallfolk,"Sandor ""the Hound"" Clegane",House Lannister,Sword,King's Landing,2,6,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,1,0,1,0,0
290,Peasant,Smallfolk,Tormund,Free Folk,Sword,The Gift,4,3,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
291,Peasant,Smallfolk,Tormund,Free Folk,Sword,The Gift,4,3,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
292,Peasant,Smallfolk,Tormund,Free Folk,Sword,The Gift,4,3,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
293,Peasant,Smallfolk,Tormund,Free Folk,Sword,The Gift,4,3,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
294,Peasant,Smallfolk,Ygritte,Free Folk,Sword,The Gift,4,3,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0
329,Peasant,Smallfolk,Tormund,Free Folk,Sword,Mole's Town,4,8,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
334,Peasant,Smallfolk,Tormund,Free Folk,Sword,Mole's Town,4,8,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
335,Peasant,Smallfolk,Tormund,Free Folk,Sword,Mole's Town,4,8,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
450,Pigeon,Animal,Arya Stark,House Stark,Sword,Braavos,5,2,-1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,0,0,0,0
