Death No.,Killed_chord,Name,Allegiance,Killer_chord,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD,LocationX,LocationY
1853,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1854,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1855,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1856,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1857,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1858,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1859,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1860,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1861,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1862,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1863,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1864,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1865,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1866,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1867,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1868,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1869,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1870,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1871,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1872,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1873,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1874,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1875,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1876,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1877,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1878,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1879,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1880,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1881,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1882,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1883,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1884,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1885,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1886,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1887,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1888,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1889,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1890,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1891,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1892,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1893,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1894,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1895,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1896,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1897,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1898,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1899,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1900,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1901,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1902,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1903,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1904,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1905,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1906,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1907,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1908,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1909,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1910,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1911,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1912,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1913,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1914,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1915,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1916,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1917,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1918,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1919,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1920,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1921,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1922,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1923,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1924,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1925,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1926,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1927,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1928,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1929,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1930,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1931,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1932,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1933,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1934,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1935,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1936,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1937,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1938,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1939,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1940,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1941,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1942,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,440,1050
1943,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1944,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1945,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1946,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1947,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1948,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1949,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1950,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1951,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1952,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1953,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1954,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1955,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1956,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1957,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1958,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1959,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1960,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1961,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1962,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1963,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1964,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1965,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1966,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1967,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1968,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1969,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1970,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1971,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1972,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1973,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1974,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
